Object ID,Title,Object Name,Department,Culture,Period,Artist Display Name,Medium,Dimensions,Classification,Object Date,General_Text_Description
459052,A Goldsmith in his Shop,Painting,Robert Lehman Collection,Unknown,Unknown,Petrus Christus,Oil on oak panel,Overall 39 3/8 x 33 3/4 in. (100.1 x 85.8 cm); painted surface 38 5/8 x 33 1/2 in. (98 x 85.2 cm),Paintings,1449,"A Goldsmith in his Shop is a Unknown Painting by the Unknown artist Petrus Christus. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Overall 39 3/8 x 33 3/4 in. (100.1 x 85.8 cm); painted surface 38 5/8 x 33 1/2 in. (98 x 85.2 cm), the work is classified as Paintings and was created in 1449."
459053,Virgin and Child,Painting,Robert Lehman Collection,Netherlandish,Unknown,Hans Memling,Oil on oak panel,15 1/16 x 11 1/8 in.  (38.3 x 28.3 cm);  painted surface 12 3/8 x 7 15/16 (31.5 x 20.2 cm),Paintings,Early sixteenth century,"Virgin and Child is a Unknown Painting by the Netherlandish artist Hans Memling. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 15 1/16 x 11 1/8 in.  (38.3 x 28.3 cm);  painted surface 12 3/8 x 7 15/16 (31.5 x 20.2 cm), the work is classified as Paintings and was created in Early sixteenth century."
459054,Portrait of a Young Man,Painting,Robert Lehman Collection,Unknown,Unknown,Hans Memling,Oil on oak panel,Overall 15 3/4 x 11 3/8 in. (40 x 29 cm); painted surface 15 1/8 x 10 3/4 in. (38.3 x 27.3 cm),Paintings,ca. 1472–75,"Portrait of a Young Man is a Unknown Painting by the Unknown artist Hans Memling. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Overall 15 3/4 x 11 3/8 in. (40 x 29 cm); painted surface 15 1/8 x 10 3/4 in. (38.3 x 27.3 cm), the work is classified as Paintings and was created in ca. 1472–75."
459055,The Annunciation,Painting,Robert Lehman Collection,Unknown,Unknown,Hans Memling,"Oil on panel, transferred to canvas",30 1/8 x 21 1/2 in. (76.5 x 54.6 cm),Paintings,1480–89,"The Annunciation is a Unknown Painting by the Unknown artist Hans Memling. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on panel, transferred to canvas. Measuring 30 1/8 x 21 1/2 in. (76.5 x 54.6 cm), the work is classified as Paintings and was created in 1480–89."
459056,Virgin and Child with Saint Anne Presenting Anna van Nieuwenhove,Painting,Robert Lehman Collection,Netherlandish,Unknown,Master of the Saint Ursula Legend,Oil on panel,"Overall, with engaged frame 23 5/8 x 17 3/4 in. (59.9 x 45 cm); painted surface 19 5/8 x 13 1/2 in. (49.8 x 34.3 cm)",Paintings,1479–82,"Virgin and Child with Saint Anne Presenting Anna van Nieuwenhove is a Unknown Painting by the Netherlandish artist Master of the Saint Ursula Legend. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on panel. Measuring Overall, with engaged frame 23 5/8 x 17 3/4 in. (59.9 x 45 cm); painted surface 19 5/8 x 13 1/2 in. (49.8 x 34.3 cm), the work is classified as Paintings and was created in 1479–82."
459057,Saint Christopher and the Infant Christ,Painting,Robert Lehman Collection,Unknown,Unknown,Dieric Bouts,Oil on oak panel,Overall 15 1/4 x 10 1/8 in. (38.7 x 25.7 cm); painted surface 14 5/8 x 9 5/8 in. (37 x 24.5 cm),Paintings,After 1485,"Saint Christopher and the Infant Christ is a Unknown Painting by the Unknown artist Dieric Bouts. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Overall 15 1/4 x 10 1/8 in. (38.7 x 25.7 cm); painted surface 14 5/8 x 9 5/8 in. (37 x 24.5 cm), the work is classified as Paintings and was created in After 1485."
459058,The Adoration of the Christ Child,Painting,Robert Lehman Collection,Netherlandish,Unknown,Master of Frankfurt,Oil on oak panel,Overall 23 1/8 x 16 1/4 in. (58.7 x 41.3 cm); painted surface 22 7/8 x 16 in. (58.1 x 40.1 cm),Paintings,possibly 1496–1502,"The Adoration of the Christ Child is a Unknown Painting by the Netherlandish artist Master of Frankfurt. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Overall 23 1/8 x 16 1/4 in. (58.7 x 41.3 cm); painted surface 22 7/8 x 16 in. (58.1 x 40.1 cm), the work is classified as Paintings and was created in possibly 1496–1502."
459059,The Holy Family,Painting,Robert Lehman Collection,Netherlandish,Unknown,Joos van Cleve,Oil on oak panel,21 13/16 x 14 9/16 in. (55.4 x 37 cm),Paintings,possibly 1527–33,"The Holy Family is a Unknown Painting by the Netherlandish artist Joos van Cleve. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 21 13/16 x 14 9/16 in. (55.4 x 37 cm), the work is classified as Paintings and was created in possibly 1527–33."
459060,Virgin and Child,Painting,Robert Lehman Collection,Netherlandish,Unknown,Gerard David,Oil on oak panel,Overall: 6 1/8 x 4 1/2 in. (15.6 x 11.4 cm); Painted Surface: 5 3/4 x 4 1/8 in. (14.6 x 10.5 cm),Paintings,1490–1523,"Virgin and Child is a Unknown Painting by the Netherlandish artist Gerard David. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Overall: 6 1/8 x 4 1/2 in. (15.6 x 11.4 cm); Painted Surface: 5 3/4 x 4 1/8 in. (14.6 x 10.5 cm), the work is classified as Paintings and was created in 1490–1523."
459061,"Christ Carrying the Cross, with the Crucifixion; The Resurrection, with the Pilgrims of Emmaus",Triptych panels,Robert Lehman Collection,Unknown,Unknown,Gerard David,Oil on oak panel,"Left wing: 34 1/2 x 11 5/8 in. (87.7 x 29.5 cm), painted surface 34 x 11 in. (86.4 x 27.9 cm); right wing: 34 1/2 x 11 3/4 in. (87.6 x 30 cm), painted surface 34 x 11 1/8 in. (86.4 x 28.2 cm)",Paintings,ca. 1510,"Christ Carrying the Cross, with the Crucifixion; The Resurrection, with the Pilgrims of Emmaus is a Unknown Triptych panels by the Unknown artist Gerard David. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Left wing: 34 1/2 x 11 5/8 in. (87.7 x 29.5 cm), painted surface 34 x 11 in. (86.4 x 27.9 cm); right wing: 34 1/2 x 11 3/4 in. (87.6 x 30 cm), painted surface 34 x 11 1/8 in. (86.4 x 28.2 cm), the work is classified as Paintings and was created in ca. 1510."
459062,Archangel Gabriel; The Virgin Annunciate,Triptych panels,Robert Lehman Collection,Unknown,Unknown,Gerard David,Oil on oak panel,"Left wing: 34 1/2 x 11 5/8 in. (87.7 x 29.5 cm), painted surface 34 x 11 in. (86.4 x 27.9 cm); right wing: 34 1/2 x 11 3/4 in. (87.6 x 30 cm), painted surface 34 x 11 1/8 in. (86.4 x 28.3 cm)",Paintings,ca. 1510,"Archangel Gabriel; The Virgin Annunciate is a Unknown Triptych panels by the Unknown artist Gerard David. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Left wing: 34 1/2 x 11 5/8 in. (87.7 x 29.5 cm), painted surface 34 x 11 in. (86.4 x 27.9 cm); right wing: 34 1/2 x 11 3/4 in. (87.6 x 30 cm), painted surface 34 x 11 1/8 in. (86.4 x 28.3 cm), the work is classified as Paintings and was created in ca. 1510."
459063,Virgin and Child with Saint Joseph,Painting,Robert Lehman Collection,Unknown,Unknown,"Netherlandish Painter, second half of 16th century",Oil on oak panel,8 3/4 x 8 11/16 in.  (22.3 x 22 cm),Paintings,second half 16th century,"Virgin and Child with Saint Joseph is a Unknown Painting by the Unknown artist Netherlandish Painter, second half of 16th century. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 8 3/4 x 8 11/16 in.  (22.3 x 22 cm), the work is classified as Paintings and was created in second half 16th century."
459064,Adoration of the Magi,Triptych panel,Robert Lehman Collection,Netherlandish,Unknown,Imitator of Netherlandish (Antwerp Mannerist) Painter,Oil on oak panel,Arched top: 9 1/16 x 5 9/16 in. (23 x 14.2 cm),Paintings,probably seventeenth century,"Adoration of the Magi is a Unknown Triptych panel by the Netherlandish artist Imitator of Netherlandish (Antwerp Mannerist) Painter. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring Arched top: 9 1/16 x 5 9/16 in. (23 x 14.2 cm), the work is classified as Paintings and was created in probably seventeenth century."
459065,Virgin and Child,Painting,Robert Lehman Collection,Netherlandish,Unknown,Master of the Female Half-Lengths,Oil on wood,Overall: 4 x 3 1/16 in. (10.2 x 7.8 cm); Painted Surface: 3 1/2 x 2 5/8 in. (8.9 x 6.8 cm),Paintings,ca. 1525–50,"Virgin and Child is a Unknown Painting by the Netherlandish artist Master of the Female Half-Lengths. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring Overall: 4 x 3 1/16 in. (10.2 x 7.8 cm); Painted Surface: 3 1/2 x 2 5/8 in. (8.9 x 6.8 cm), the work is classified as Paintings and was created in ca. 1525–50."
459066,Virgin and Child,Painting,Robert Lehman Collection,Netherlandish,Unknown,Netherlandish (Antwerp?),Oil on wood,5 1/8 x 4 in. (13 x 10.2 cm),Paintings,second quarter of the 16th century,"Virgin and Child is a Unknown Painting by the Netherlandish artist Netherlandish (Antwerp?). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 5 1/8 x 4 in. (13 x 10.2 cm), the work is classified as Paintings and was created in second quarter of the 16th century."
459067,Two Musicians,Painting,Robert Lehman Collection,Unknown,Unknown,"Dutch (Utrecht Caravaggist) Painter, 17th century",Oil on canvas,39 x 48 5/8 in. (99 x 123.5 cm),Paintings,17th century,"Two Musicians is a Unknown Painting by the Unknown artist Dutch (Utrecht Caravaggist) Painter, 17th century. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 39 x 48 5/8 in. (99 x 123.5 cm), the work is classified as Paintings and was created in 17th century."
459068,Old Age in Search of Youth,Painting,Robert Lehman Collection,Unknown,Unknown,David Teniers the Younger,"Oil on panel, over traces of underdrawing in black",9 x 6 11/16 in. (22.8 x 17 cm),Paintings,1650s,"Old Age in Search of Youth is a Unknown Painting by the Unknown artist David Teniers the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on panel, over traces of underdrawing in black. Measuring 9 x 6 11/16 in. (22.8 x 17 cm), the work is classified as Paintings and was created in 1650s."
459069,Adam and Eve in Paradise,Painting,Robert Lehman Collection,Unknown,Unknown,David Teniers the Younger,"Oil on panel, over traces of underdrawing in black",8 3/4 x 6 1/2 in. (22.3 x 16.5 cm),Paintings,1650s,"Adam and Eve in Paradise is a Unknown Painting by the Unknown artist David Teniers the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on panel, over traces of underdrawing in black. Measuring 8 3/4 x 6 1/2 in. (22.3 x 16.5 cm), the work is classified as Paintings and was created in 1650s."
459070,The Lamentation of Christ,Painting,Robert Lehman Collection,Unknown,Unknown,Simon Marmion,Oil and tempera (?) on oak panel,20 3/8 x 12 7/8 in. (51.8 x 32.7 cm),Paintings,ca. 1473,"The Lamentation of Christ is a Unknown Painting by the Unknown artist Simon Marmion. This piece, part of the Robert Lehman Collection collection, is crafted using Oil and tempera (?) on oak panel. Measuring 20 3/8 x 12 7/8 in. (51.8 x 32.7 cm), the work is classified as Paintings and was created in ca. 1473."
459071,Portrait of a Woman,Painting,Robert Lehman Collection,Franco-Flemish,Unknown,Netherlandish or French,Oil on oak panel,22 5/8 x 16 3/8 in. (57.5 x 41.6 cm),Paintings,ca. 1470–80,"Portrait of a Woman is a Unknown Painting by the Franco-Flemish artist Netherlandish or French. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 22 5/8 x 16 3/8 in. (57.5 x 41.6 cm), the work is classified as Paintings and was created in ca. 1470–80."
459072,Margaret of Austria,Painting,Robert Lehman Collection,Unknown,Unknown,Jean Hey (called Master of Moulins),Oil on oak panel,12 7/8 x 9 1/8 in. (32.7 x 23 cm),Paintings,ca. 1490,"Margaret of Austria is a Unknown Painting by the Unknown artist Jean Hey (called Master of Moulins). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 12 7/8 x 9 1/8 in. (32.7 x 23 cm), the work is classified as Paintings and was created in ca. 1490."
459073,Virgin and Child with a Dragonfly,Painting,Robert Lehman Collection,Netherlandish and French,Unknown,Master of Saint Giles,Oil and tempera (?) on paper laid down on oak panel,10 1/2 x 7 1/8 in. (26.6 x 18.2 cm),Paintings,ca. 1500,"Virgin and Child with a Dragonfly is a Unknown Painting by the Netherlandish and French artist Master of Saint Giles. This piece, part of the Robert Lehman Collection collection, is crafted using Oil and tempera (?) on paper laid down on oak panel. Measuring 10 1/2 x 7 1/8 in. (26.6 x 18.2 cm), the work is classified as Paintings and was created in ca. 1500."
459074,Portrait of a Man with His Hand on His Chest,Painting,Robert Lehman Collection,Netherlandish,Unknown,Attributed to Corneille de Lyon,Oil on wood,6 15/16 x 5 13/16 in.  (17.7 x 14.7 cm),Paintings,1540–45,"Portrait of a Man with His Hand on His Chest is a Unknown Painting by the Netherlandish artist Attributed to Corneille de Lyon. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 6 15/16 x 5 13/16 in.  (17.7 x 14.7 cm), the work is classified as Paintings and was created in 1540–45."
459075,Virgin and Child with a Donor Presented by Saint Jerome,Painting,Robert Lehman Collection,"Bavaria, probably Munich",Unknown,Master of the Munich Bavarian Panels|Unknown,Oil and gold on poplar panel,25 x 19 in. (63.5 x 48.3 cm),Paintings,ca. 1450,"Virgin and Child with a Donor Presented by Saint Jerome is a Unknown Painting by the Bavaria, probably Munich artist Master of the Munich Bavarian Panels|Unknown. This piece, part of the Robert Lehman Collection collection, is crafted using Oil and gold on poplar panel. Measuring 25 x 19 in. (63.5 x 48.3 cm), the work is classified as Paintings and was created in ca. 1450."
459076,Adoration of the Magi,Painting,Robert Lehman Collection,"German, Middle Rhine(?)",Unknown,German,Oil and gold on beech panel,Overall: 7 1/2 x 6 7/8 in. (19 x 17.5 cm); Painted Surface: 7 3/16 x  6 3/4 in. (18.3 x 17.2 cm),Paintings,ca. 1470–90,"Adoration of the Magi is a Unknown Painting by the German, Middle Rhine(?) artist German. This piece, part of the Robert Lehman Collection collection, is crafted using Oil and gold on beech panel. Measuring Overall: 7 1/2 x 6 7/8 in. (19 x 17.5 cm); Painted Surface: 7 3/16 x  6 3/4 in. (18.3 x 17.2 cm), the work is classified as Paintings and was created in ca. 1470–90."
459077,Venus with Cupid the Honey Thief,Painting,Robert Lehman Collection,Unknown,Unknown,Lucas Cranach the Elder,Oil on oak panel,14 5/16 x 9 15/16 in. (36.3 x 25.2 cm),Paintings,ca. 1580–1620,"Venus with Cupid the Honey Thief is a Unknown Painting by the Unknown artist Lucas Cranach the Elder. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on oak panel. Measuring 14 5/16 x 9 15/16 in. (36.3 x 25.2 cm), the work is classified as Paintings and was created in ca. 1580–1620."
459078,Nymph of the Spring,Painting,Robert Lehman Collection,Unknown,Unknown,Lucas Cranach the Younger,Oil on beech panel,6 x 8 in. (15.2 x 20.3 cm),Paintings,ca. 1545–50,"Nymph of the Spring is a Unknown Painting by the Unknown artist Lucas Cranach the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on beech panel. Measuring 6 x 8 in. (15.2 x 20.3 cm), the work is classified as Paintings and was created in ca. 1545–50."
459079,Mary of Burgundy,Painting,Robert Lehman Collection,Unknown,Unknown,Master H.A. or A.H.,Oil on fir panel,17 5/8 x 12 3/16 in. (44.8 x 31 cm); painted surface 17 5/16 x 12 in. (43.9 x 30.5 cm),Paintings,1528,"Mary of Burgundy is a Unknown Painting by the Unknown artist Master H.A. or A.H.. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on fir panel. Measuring 17 5/8 x 12 3/16 in. (44.8 x 31 cm); painted surface 17 5/16 x 12 in. (43.9 x 30.5 cm), the work is classified as Paintings and was created in 1528."
459080,Erasmus of Rotterdam,Painting,Robert Lehman Collection,Unknown,Unknown,Hans Holbein the Younger,Oil on linden panel,7 1/4 x 5 9/16 in. (18.4 x 14.2 cm); painted surface 6 15/16 x 5 1/2 in. (17.6 x 14 cm),Paintings,ca. 1532,"Erasmus of Rotterdam is a Unknown Painting by the Unknown artist Hans Holbein the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on linden panel. Measuring 7 1/4 x 5 9/16 in. (18.4 x 14.2 cm); painted surface 6 15/16 x 5 1/2 in. (17.6 x 14 cm), the work is classified as Paintings and was created in ca. 1532."
459081,Portrait of a Man Seated in an Armchair,Painting,Robert Lehman Collection,Unknown,Unknown,"Dutch (Amsterdam) Painter, about 1640–50",Oil on canvas,42 5/8 x 32 1/2 in. (108.3 x 82.6 cm),Paintings,ca. 1640–50,"Portrait of a Man Seated in an Armchair is a Unknown Painting by the Unknown artist Dutch (Amsterdam) Painter, about 1640–50. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 42 5/8 x 32 1/2 in. (108.3 x 82.6 cm), the work is classified as Paintings and was created in ca. 1640–50."
459082,Portrait of Gerard de Lairesse,Painting,Robert Lehman Collection,Unknown,Unknown,Rembrandt (Rembrandt van Rijn),Oil on canvas,44 3/8 x 34 1/2 in. (112.7 x 87.6 cm),Paintings,1665–67,"Portrait of Gerard de Lairesse is a Unknown Painting by the Unknown artist Rembrandt (Rembrandt van Rijn). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 44 3/8 x 34 1/2 in. (112.7 x 87.6 cm), the work is classified as Paintings and was created in 1665–67."
459083,Burgomaster Jan van Duren (1613–1687),Painting,Robert Lehman Collection,Unknown,Unknown,Gerard ter Borch the Younger,Oil on canvas,32 1/16 x 25 13/16 in. (81.5 x 65.5 cm),Paintings,ca. 1666–67,"Burgomaster Jan van Duren (1613–1687) is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 32 1/16 x 25 13/16 in. (81.5 x 65.5 cm), the work is classified as Paintings and was created in ca. 1666–67."
459084,Margaretha van Haexbergen (1614–1676),Painting,Robert Lehman Collection,Unknown,Unknown,Gerard ter Borch the Younger,Oil on canvas,32 x 26 in. (81.3 x 65.1 cm),Paintings,ca. 1666–67,"Margaretha van Haexbergen (1614–1676) is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 32 x 26 in. (81.3 x 65.1 cm), the work is classified as Paintings and was created in ca. 1666–67."
459085,"A Couple Playing Cards, with a Serving Woman",Painting,Robert Lehman Collection,Unknown,Unknown,Pieter de Hooch,Oil on canvas,27 x 23 in. (68.6 x 58.4 cm),Paintings,ca. 1665–75,"A Couple Playing Cards, with a Serving Woman is a Unknown Painting by the Unknown artist Pieter de Hooch. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 27 x 23 in. (68.6 x 58.4 cm), the work is classified as Paintings and was created in ca. 1665–75."
459086,Leisure Time in an Elegant Setting,Painting,Robert Lehman Collection,Unknown,Unknown,Pieter de Hooch,Oil on canvas,Extended canvas 22 15/16 x 27 5/16 in. (58.3 x 69.4 cm); original visible painted surface 21 5/8 x 26 in. (55 x 66 cm),Paintings,ca. 1663–65,"Leisure Time in an Elegant Setting is a Unknown Painting by the Unknown artist Pieter de Hooch. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring Extended canvas 22 15/16 x 27 5/16 in. (58.3 x 69.4 cm); original visible painted surface 21 5/8 x 26 in. (55 x 66 cm), the work is classified as Paintings and was created in ca. 1663–65."
459087,Christ Carrying the Cross,Painting,Robert Lehman Collection,Unknown,Unknown,El Greco (Domenikos Theotokopoulos),Oil on canvas,41 5/16 x 31 1/8 in. (105 x 79 cm),Paintings,ca. 1577–87,"Christ Carrying the Cross is a Unknown Painting by the Unknown artist El Greco (Domenikos Theotokopoulos). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 41 5/16 x 31 1/8 in. (105 x 79 cm), the work is classified as Paintings and was created in ca. 1577–87."
459088,Saint Jerome as Scholar,Painting,Robert Lehman Collection,Unknown,Unknown,El Greco (Domenikos Theotokopoulos),Oil on canvas,42 1/2 x 35 1/16 in. (108 x 89 cm),Paintings,ca. 1610,"Saint Jerome as Scholar is a Unknown Painting by the Unknown artist El Greco (Domenikos Theotokopoulos). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 42 1/2 x 35 1/16 in. (108 x 89 cm), the work is classified as Paintings and was created in ca. 1610."
459089,"María Teresa, Infanta of Spain",Painting,Robert Lehman Collection,Unknown,Unknown,Diego Rodríguez de Silva y Velázquez,Oil on canvas,19 x 14 9/16 in. (48 x 37 cm),Paintings,mid-17th century,"María Teresa, Infanta of Spain is a Unknown Painting by the Unknown artist Diego Rodríguez de Silva y Velázquez. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 19 x 14 9/16 in. (48 x 37 cm), the work is classified as Paintings and was created in mid-17th century."
459090,"Condesa de Altamira and Her Daughter, María Agustina",Painting,Robert Lehman Collection,Unknown,Unknown,Goya (Francisco de Goya y Lucientes),Oil on canvas,76 3/4 x 45 1/4 in. (195 x 115 cm),Paintings,1787–88,"Condesa de Altamira and Her Daughter, María Agustina is a Unknown Painting by the Unknown artist Goya (Francisco de Goya y Lucientes). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 76 3/4 x 45 1/4 in. (195 x 115 cm), the work is classified as Paintings and was created in 1787–88."
459091,Portrait of a Military Family,Painting,Robert Lehman Collection,Unknown,Unknown,Jean Jacques Hauer|early 19th century painter,Oil on canvas,24 1/8 x 19 3/4 in. (61.3 x 50.2 cm),Paintings,ca. 1789–90,"Portrait of a Military Family is a Unknown Painting by the Unknown artist Jean Jacques Hauer|early 19th century painter. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 24 1/8 x 19 3/4 in. (61.3 x 50.2 cm), the work is classified as Paintings and was created in ca. 1789–90."
459092,Trees and Houses Near the Jas de Bouffan,Painting,Robert Lehman Collection,Unknown,Unknown,Paul Cézanne,Oil on canvas,26 3/4 x 36 1/4 in. (67.9 x 92.1 cm),Paintings,1885–86,"Trees and Houses Near the Jas de Bouffan is a Unknown Painting by the Unknown artist Paul Cézanne. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 26 3/4 x 36 1/4 in. (67.9 x 92.1 cm), the work is classified as Paintings and was created in 1885–86."
459093,Diana and Actaeon (Diana Surprised in Her Bath),Painting,Robert Lehman Collection,Unknown,Unknown,Camille Corot,Oil on canvas,61 5/8 x 44 3/8 in. (156.5 x 112.7 cm),Paintings,1836,"Diana and Actaeon (Diana Surprised in Her Bath) is a Unknown Painting by the Unknown artist Camille Corot. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 61 5/8 x 44 3/8 in. (156.5 x 112.7 cm), the work is classified as Paintings and was created in 1836."
459094,Valley with Fir (Shade on the Mountain),Painting,Robert Lehman Collection,Unknown,Unknown,Henri-Edmond Cross (Henri-Edmond Delacroix),Oil on canvas,29 x 35 1/2 in. (73.7 x 90.2 cm),Paintings,1909,"Valley with Fir (Shade on the Mountain) is a Unknown Painting by the Unknown artist Henri-Edmond Cross (Henri-Edmond Delacroix). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 29 x 35 1/2 in. (73.7 x 90.2 cm), the work is classified as Paintings and was created in 1909."
459095,Pines Along the Shore,Painting,Robert Lehman Collection,Unknown,Unknown,Henri-Edmond Cross (Henri-Edmond Delacroix),Oil on canvas,"21 3/8 × 25 3/4 × 1 1/8 in. (54.3 × 65.4 × 2.8 cm)
Framed: 30 1/4 × 34 1/2 × 4 1/4 in. (76.8 × 87.6 × 10.8 cm)",Paintings,1896,"Pines Along the Shore is a Unknown Painting by the Unknown artist Henri-Edmond Cross (Henri-Edmond Delacroix). This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 21 3/8 × 25 3/4 × 1 1/8 in. (54.3 × 65.4 × 2.8 cm)
Framed: 30 1/4 × 34 1/2 × 4 1/4 in. (76.8 × 87.6 × 10.8 cm), the work is classified as Paintings and was created in 1896."
459096,Landscape with Ducks,Painting,Robert Lehman Collection,Unknown,Unknown,Charles-François Daubigny,Oil on wood,15 x 26 1/2 in. (38.1 x 67.3 cm),Paintings,1872,"Landscape with Ducks is a Unknown Painting by the Unknown artist Charles-François Daubigny. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on wood. Measuring 15 x 26 1/2 in. (38.1 x 67.3 cm), the work is classified as Paintings and was created in 1872."
459098,View of Saint-Valéry-sur-Somme,Painting,Robert Lehman Collection,Unknown,Unknown,Edgar Degas,Oil on canvas,20 x 24 in. (50.8 x 61 cm),Paintings,1896–98,"View of Saint-Valéry-sur-Somme is a Unknown Painting by the Unknown artist Edgar Degas. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 20 x 24 in. (50.8 x 61 cm), the work is classified as Paintings and was created in 1896–98."
459099,Landscape with Cattle at Limousin,Painting,Robert Lehman Collection,Unknown,Unknown,Jules Dupré,Oil on canvas,31 x 51 1/2 in. (78.7 x 130.8 cm),Paintings,1837,"Landscape with Cattle at Limousin is a Unknown Painting by the Unknown artist Jules Dupré. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 31 x 51 1/2 in. (78.7 x 130.8 cm), the work is classified as Paintings and was created in 1837."
459100,Tahitian Women Bathing,Painting,Robert Lehman Collection,Unknown,Unknown,Paul Gauguin,"Oil on paper, laid down on canvas",43 3/4 x 35 1/8 in,Paintings,1892,"Tahitian Women Bathing is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on paper, laid down on canvas. Measuring 43 3/4 x 35 1/8 in, the work is classified as Paintings and was created in 1892."
459103,The Rocky Path in the Morvan (Chemin des roches dans le Morvan),Painting,Robert Lehman Collection,Unknown,Unknown,Henri-Joseph Harpignies,Oil on canvas,37 5/8 x 63 1/4 in. (95.6 x 160.7 cm),Paintings,1869,"The Rocky Path in the Morvan (Chemin des roches dans le Morvan) is a Unknown Painting by the Unknown artist Henri-Joseph Harpignies. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 37 5/8 x 63 1/4 in. (95.6 x 160.7 cm), the work is classified as Paintings and was created in 1869."
459104,"Fir Trees in Les Trembleaux, near Marlotte (Sapins aux Trembleaux à Marlotte)",Painting,Robert Lehman Collection,Unknown,Unknown,Henri-Joseph Harpignies,Oil on canvas,16 1/4 x 12 5/8 in. (41.3 x 32.1 cm),Paintings,1854,"Fir Trees in Les Trembleaux, near Marlotte (Sapins aux Trembleaux à Marlotte) is a Unknown Painting by the Unknown artist Henri-Joseph Harpignies. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 16 1/4 x 12 5/8 in. (41.3 x 32.1 cm), the work is classified as Paintings and was created in 1854."
459105,Aretino in the Studio of Tintoretto,Painting,Robert Lehman Collection,Unknown,Unknown,Jean Auguste Dominique Ingres,Oil on canvas,17 3/8 x 14 1/8 in,Paintings,1848,"Aretino in the Studio of Tintoretto is a Unknown Painting by the Unknown artist Jean Auguste Dominique Ingres. This piece, part of the Robert Lehman Collection collection, is crafted using Oil on canvas. Measuring 17 3/8 x 14 1/8 in, the work is classified as Paintings and was created in 1848."
